Company,Role,Description,Job Link
Slack,Project Manager,"We are looking for a Project Manager with a strong foundation in Team leadership and conflict resolution, Vendor management and contract negotiation, Quality assurance and control, Risk management and mitigation strategies, Meeting facilitation and documentation, Project planning and scheduling with MS Project, Performance tracking with KPIs, Scope management and requirements gathering. You will work closely with stakeholders, develop effective solutions, and support the growth and development of our organization.",https://careers.slack.com/jobs/project-manager-3370
Adobe,Project Manager,"We have an exciting opportunity for a Project Manager who excels in Presentation to executive leadership, Project closure and lessons learned, Stakeholder communication and reporting, Project planning and scheduling with MS Project, Scope management and requirements gathering, Change management processes, Vendor management and contract negotiation, Risk management and mitigation strategies, Remote team coordination. In this role, you will manage complex tasks, mentor colleagues, and ensure the highest standards of quality, essential for achieving our ambitious goals.",https://careers.adobe.com/jobs/project-manager-8474
Workday,Cybersecurity Analyst,"Our company is searching for a dedicated Cybersecurity Analyst with proven proficiency in Cloud security for AWS and Azure, Incident response and forensics, Firewall configuration and management, Security awareness training, Security policy development, Security information and event management (SIEM), Vulnerability assessment and penetration testing, Risk analysis and mitigation. You will be responsible for leading initiatives, optimizing processes, and fostering a culture of collaboration and innovation.",https://careers.workday.com/jobs/cybersecurity-analyst-2697
Samsung,Software Engineer,"We are seeking a highly skilled Software Engineer with extensive experience in Cloud deployment on AWS, Git branching and merging strategies, Code review and static analysis tools, Debugging with VSCode and GDB, RESTful API design and documentation, Java SpringBoot microservices, Python and object-oriented programming. The ideal candidate will demonstrate leadership, adaptability, and a commitment to continuous improvement, contributing to innovative projects.",https://careers.samsung.com/jobs/software-engineer-7352
Bosch,Cybersecurity Analyst,"As a Cybersecurity Analyst, you will leverage your experience in Threat intelligence gathering, Risk analysis and mitigation, Firewall configuration and management, Network intrusion detection and prevention, Patch management and system hardening to solve challenging problems and drive impactful change. We value proactive, detail-oriented professionals passionate about making a difference.",https://careers.bosch.com/jobs/cybersecurity-analyst-8692
Stripe,Project Manager,"We are seeking a highly skilled Project Manager with extensive experience in Presentation to executive leadership, Stakeholder communication and reporting, Scope management and requirements gathering, Resource allocation and budgeting, Vendor management and contract negotiation, Risk management and mitigation strategies, Team leadership and conflict resolution. The ideal candidate will demonstrate leadership, adaptability, and a commitment to continuous improvement, contributing to innovative projects.",https://careers.stripe.com/jobs/project-manager-5629
Tencent,Cybersecurity Analyst,"Seeking an experienced Cybersecurity Analyst with expertise in Security information and event management (SIEM), Compliance with GDPR and HIPAA, Malware analysis and reverse engineering, Security policy development, Threat intelligence gathering, Security awareness training, Encryption standards and protocols. You will be involved in decision-making, project management, and the implementation of best practices to ensure our continued success.",https://careers.tencent.com/jobs/cybersecurity-analyst-9907
Adobe,Project Manager,"As a Project Manager, you will leverage your experience in Quality assurance and control, Change management processes, Remote team coordination, Scope management and requirements gathering, Agile and Waterfall methodologies to solve challenging problems and drive impactful change. We value proactive, detail-oriented professionals passionate about making a difference.",https://careers.adobe.com/jobs/project-manager-4565
VMware,Digital Marketing Specialist,"As a Digital Marketing Specialist, you will leverage your experience in Conversion rate optimization (CRO), Content calendar planning and execution, Google Analytics event tracking, Lead generation through LinkedIn, Retargeting strategies for e-commerce, Reporting and dashboard creation, Facebook Ads audience targeting, Copywriting for landing pages and emails to solve challenging problems and drive impactful change. We value proactive, detail-oriented professionals passionate about making a difference.",https://careers.vmware.com/jobs/digital-marketing-specialist-6560
Ericsson,Software Engineer,"Become part of our dynamic team as a Software Engineer. Your background in Python and object-oriented programming, Agile Scrum team collaboration, Cloud deployment on AWS, RESTful API design and documentation, Linux shell scripting for automation, Unit testing with pytest, Java SpringBoot microservices, Frontend development with React.js will enable you to contribute to strategic planning, process improvement, and the successful execution of key projects.",https://careers.ericsson.com/jobs/software-engineer-7655
Pinterest,Project Manager,"We are looking for a Project Manager with a strong foundation in Project closure and lessons learned, Risk management and mitigation strategies, Agile and Waterfall methodologies, Scope management and requirements gathering, Quality assurance and control. You will work closely with stakeholders, develop effective solutions, and support the growth and development of our organization.",https://careers.pinterest.com/jobs/project-manager-8508
Palantir,Software Engineer,"Our company is searching for a dedicated Software Engineer with proven proficiency in Frontend development with React.js, Java SpringBoot microservices, Linux shell scripting for automation, Git branching and merging strategies, Continuous Integration with Jenkins. You will be responsible for leading initiatives, optimizing processes, and fostering a culture of collaboration and innovation.",https://careers.palantir.com/jobs/software-engineer-8445
Stripe,Cybersecurity Analyst,"We are seeking a highly skilled Cybersecurity Analyst with extensive experience in Cloud security for AWS and Azure, Compliance with GDPR and HIPAA, Malware analysis and reverse engineering, Security policy development, Risk analysis and mitigation. The ideal candidate will demonstrate leadership, adaptability, and a commitment to continuous improvement, contributing to innovative projects.",https://careers.stripe.com/jobs/cybersecurity-analyst-3805
Adobe,Project Manager,"We have an exciting opportunity for a Project Manager who excels in Vendor management and contract negotiation, Remote team coordination, Risk management and mitigation strategies, Resource allocation and budgeting, Quality assurance and control. In this role, you will manage complex tasks, mentor colleagues, and ensure the highest standards of quality, essential for achieving our ambitious goals.",https://careers.adobe.com/jobs/project-manager-5203
Bosch,Digital Marketing Specialist,"We are looking for a Digital Marketing Specialist with a strong foundation in Influencer outreach and partnership management, Social media analytics with Hootsuite, Google Analytics event tracking, Copywriting for landing pages and emails, Google Ads campaign setup and A/B testing. You will work closely with stakeholders, develop effective solutions, and support the growth and development of our organization.",https://careers.bosch.com/jobs/digital-marketing-specialist-4758
Baidu,Software Engineer,"Join our forward-thinking organization as a Software Engineer. Candidates should possess advanced knowledge in Debugging with VSCode and GDB, RESTful API design and documentation, Docker Compose for multi-container apps, Python and object-oriented programming, Git branching and merging strategies, Agile Scrum team collaboration, SQL query optimization for PostgreSQL, Unit testing with pytest, Cloud deployment on AWS, strong analytical abilities, and excellent communication skills to shape our strategies and deliver outstanding results.",https://careers.baidu.com/jobs/software-engineer-7767
Acer,Digital Marketing Specialist,"Join our forward-thinking organization as a Digital Marketing Specialist. Candidates should possess advanced knowledge in Google Analytics event tracking, Email marketing automation with Mailchimp, Reporting and dashboard creation, Influencer outreach and partnership management, Video marketing for YouTube and TikTok, Retargeting strategies for e-commerce, Copywriting for landing pages and emails, strong analytical abilities, and excellent communication skills to shape our strategies and deliver outstanding results.",https://careers.acer.com/jobs/digital-marketing-specialist-1138
Google,Digital Marketing Specialist,"As a Digital Marketing Specialist, you will leverage your experience in Copywriting for landing pages and emails, SEO keyword research and on-page optimization, Facebook Ads audience targeting, Retargeting strategies for e-commerce, Influencer outreach and partnership management, Reporting and dashboard creation, Google Ads campaign setup and A/B testing, Conversion rate optimization (CRO), Video marketing for YouTube and TikTok to solve challenging problems and drive impactful change. We value proactive, detail-oriented professionals passionate about making a difference.",https://careers.google.com/jobs/digital-marketing-specialist-2295
Lenovo,Cybersecurity Analyst,"We are looking for a Cybersecurity Analyst with a strong foundation in Security awareness training, Identity and access management (IAM), Security policy development, Threat intelligence gathering, Network intrusion detection and prevention. You will work closely with stakeholders, develop effective solutions, and support the growth and development of our organization.",https://careers.lenovo.com/jobs/cybersecurity-analyst-6256
HP,Cybersecurity Analyst,"Our company is searching for a dedicated Cybersecurity Analyst with proven proficiency in Cloud security for AWS and Azure, Incident response and forensics, Network intrusion detection and prevention, Vulnerability assessment and penetration testing, Threat intelligence gathering, Risk analysis and mitigation, Patch management and system hardening, Encryption standards and protocols. You will be responsible for leading initiatives, optimizing processes, and fostering a culture of collaboration and innovation.",https://careers.hp.com/jobs/cybersecurity-analyst-1266
Stripe,Cybersecurity Analyst,"We have an exciting opportunity for a Cybersecurity Analyst who excels in Security awareness training, Incident response and forensics, Malware analysis and reverse engineering, Compliance with GDPR and HIPAA, Security policy development, Network intrusion detection and prevention, Vulnerability assessment and penetration testing. In this role, you will manage complex tasks, mentor colleagues, and ensure the highest standards of quality, essential for achieving our ambitious goals.",https://careers.stripe.com/jobs/cybersecurity-analyst-4252
IBM,Software Engineer,"As a Software Engineer, you will leverage your experience in Python and object-oriented programming, Git branching and merging strategies, Frontend development with React.js, Java SpringBoot microservices, Performance profiling and memory management to solve challenging problems and drive impactful change. We value proactive, detail-oriented professionals passionate about making a difference.",https://careers.ibm.com/jobs/software-engineer-1263
Slack,Project Manager,"We are seeking a highly skilled Project Manager with extensive experience in Meeting facilitation and documentation, Project planning and scheduling with MS Project, Team leadership and conflict resolution, Agile and Waterfall methodologies, Scope management and requirements gathering, Quality assurance and control. The ideal candidate will demonstrate leadership, adaptability, and a commitment to continuous improvement, contributing to innovative projects.",https://careers.slack.com/jobs/project-manager-6404
Uber,Project Manager,"Join our forward-thinking organization as a Project Manager. Candidates should possess advanced knowledge in Presentation to executive leadership, Vendor management and contract negotiation, Resource allocation and budgeting, Agile and Waterfall methodologies, Meeting facilitation and documentation, strong analytical abilities, and excellent communication skills to shape our strategies and deliver outstanding results.",https://careers.uber.com/jobs/project-manager-5798
ByteDance,Digital Marketing Specialist,"Seeking an experienced Digital Marketing Specialist with expertise in Facebook Ads audience targeting, Lead generation through LinkedIn, Social media analytics with Hootsuite, Copywriting for landing pages and emails, Competitor analysis and benchmarking, Google Ads campaign setup and A/B testing, Google Analytics event tracking, Retargeting strategies for e-commerce. You will be involved in decision-making, project management, and the implementation of best practices to ensure our continued success.",https://careers.bytedance.com/jobs/digital-marketing-specialist-8519
Microsoft,Project Manager,"We are seeking a highly skilled Project Manager with extensive experience in Project planning and scheduling with MS Project, Performance tracking with KPIs, Remote team coordination, Project closure and lessons learned, Agile and Waterfall methodologies, Vendor management and contract negotiation. The ideal candidate will demonstrate leadership, adaptability, and a commitment to continuous improvement, contributing to innovative projects.",https://careers.microsoft.com/jobs/project-manager-1197
Netflix,Project Manager,"We are seeking a highly skilled Project Manager with extensive experience in Agile and Waterfall methodologies, Meeting facilitation and documentation, Stakeholder communication and reporting, Resource allocation and budgeting, Presentation to executive leadership. The ideal candidate will demonstrate leadership, adaptability, and a commitment to continuous improvement, contributing to innovative projects.",https://careers.netflix.com/jobs/project-manager-1128
Deepmind,Software Engineer,"We have an exciting opportunity for a Software Engineer who excels in Code review and static analysis tools, Debugging with VSCode and GDB, Unit testing with pytest, Agile Scrum team collaboration, Linux shell scripting for automation. In this role, you will manage complex tasks, mentor colleagues, and ensure the highest standards of quality, essential for achieving our ambitious goals.",https://careers.deepmind.com/jobs/software-engineer-7305
Slack,Digital Marketing Specialist,"We are seeking a highly skilled Digital Marketing Specialist with extensive experience in Facebook Ads audience targeting, Conversion rate optimization (CRO), Google Analytics event tracking, SEO keyword research and on-page optimization, Retargeting strategies for e-commerce. The ideal candidate will demonstrate leadership, adaptability, and a commitment to continuous improvement, contributing to innovative projects.",https://careers.slack.com/jobs/digital-marketing-specialist-3878
Intel,Digital Marketing Specialist,"Become part of our dynamic team as a Digital Marketing Specialist. Your background in Google Ads campaign setup and A/B testing, Social media analytics with Hootsuite, SEO keyword research and on-page optimization, Email marketing automation with Mailchimp, Lead generation through LinkedIn, Competitor analysis and benchmarking will enable you to contribute to strategic planning, process improvement, and the successful execution of key projects.",https://careers.intel.com/jobs/digital-marketing-specialist-3458
Microsoft,Project Manager,"Seeking an experienced Project Manager with expertise in Meeting facilitation and documentation, Vendor management and contract negotiation, Project planning and scheduling with MS Project, Project closure and lessons learned, Stakeholder communication and reporting, Scope management and requirements gathering, Performance tracking with KPIs, Risk management and mitigation strategies. You will be involved in decision-making, project management, and the implementation of best practices to ensure our continued success.",https://careers.microsoft.com/jobs/project-manager-2190
Netflix,Digital Marketing Specialist,"Become part of our dynamic team as a Digital Marketing Specialist. Your background in Social media analytics with Hootsuite, SEO keyword research and on-page optimization, Competitor analysis and benchmarking, Lead generation through LinkedIn, Conversion rate optimization (CRO), Email marketing automation with Mailchimp, Video marketing for YouTube and TikTok, Influencer outreach and partnership management, Copywriting for landing pages and emails will enable you to contribute to strategic planning, process improvement, and the successful execution of key projects.",https://careers.netflix.com/jobs/digital-marketing-specialist-1923
ASUS,Digital Marketing Specialist,"Join our forward-thinking organization as a Digital Marketing Specialist. Candidates should possess advanced knowledge in Video marketing for YouTube and TikTok, Content calendar planning and execution, Reporting and dashboard creation, Influencer outreach and partnership management, SEO keyword research and on-page optimization, Copywriting for landing pages and emails, strong analytical abilities, and excellent communication skills to shape our strategies and deliver outstanding results.",https://careers.asus.com/jobs/digital-marketing-specialist-1895
Alibaba,Digital Marketing Specialist,"Our company is searching for a dedicated Digital Marketing Specialist with proven proficiency in Social media analytics with Hootsuite, Facebook Ads audience targeting, Competitor analysis and benchmarking, Influencer outreach and partnership management, Reporting and dashboard creation, Conversion rate optimization (CRO), Content calendar planning and execution. You will be responsible for leading initiatives, optimizing processes, and fostering a culture of collaboration and innovation.",https://careers.alibaba.com/jobs/digital-marketing-specialist-8417
Google,Digital Marketing Specialist,"Become part of our dynamic team as a Digital Marketing Specialist. Your background in Retargeting strategies for e-commerce, Copywriting for landing pages and emails, Competitor analysis and benchmarking, Conversion rate optimization (CRO), Facebook Ads audience targeting, Google Ads campaign setup and A/B testing, Email marketing automation with Mailchimp will enable you to contribute to strategic planning, process improvement, and the successful execution of key projects.",https://careers.google.com/jobs/digital-marketing-specialist-1075
ASUS,Software Engineer,"Our company is searching for a dedicated Software Engineer with proven proficiency in Git branching and merging strategies, Unit testing with pytest, Debugging with VSCode and GDB, Cloud deployment on AWS, Python and object-oriented programming, SQL query optimization for PostgreSQL, Java SpringBoot microservices. You will be responsible for leading initiatives, optimizing processes, and fostering a culture of collaboration and innovation.",https://careers.asus.com/jobs/software-engineer-2042
Apple,Project Manager,"We are looking for a Project Manager with a strong foundation in Quality assurance and control, Project closure and lessons learned, Change management processes, Presentation to executive leadership, Team leadership and conflict resolution, Meeting facilitation and documentation, Scope management and requirements gathering. You will work closely with stakeholders, develop effective solutions, and support the growth and development of our organization.",https://careers.apple.com/jobs/project-manager-5355
ByteDance,Project Manager,"Seeking an experienced Project Manager with expertise in Change management processes, Presentation to executive leadership, Project planning and scheduling with MS Project, Team leadership and conflict resolution, Stakeholder communication and reporting. You will be involved in decision-making, project management, and the implementation of best practices to ensure our continued success.",https://careers.bytedance.com/jobs/project-manager-3563
Microsoft,Digital Marketing Specialist,"Join our forward-thinking organization as a Digital Marketing Specialist. Candidates should possess advanced knowledge in Copywriting for landing pages and emails, Reporting and dashboard creation, SEO keyword research and on-page optimization, Video marketing for YouTube and TikTok, Google Analytics event tracking, Google Ads campaign setup and A/B testing, Influencer outreach and partnership management, Competitor analysis and benchmarking, Content calendar planning and execution, strong analytical abilities, and excellent communication skills to shape our strategies and deliver outstanding results.",https://careers.microsoft.com/jobs/digital-marketing-specialist-4164
Salesforce,Digital Marketing Specialist,"We have an exciting opportunity for a Digital Marketing Specialist who excels in Copywriting for landing pages and emails, Conversion rate optimization (CRO), SEO keyword research and on-page optimization, Competitor analysis and benchmarking, Facebook Ads audience targeting, Social media analytics with Hootsuite, Video marketing for YouTube and TikTok, Retargeting strategies for e-commerce. In this role, you will manage complex tasks, mentor colleagues, and ensure the highest standards of quality, essential for achieving our ambitious goals.",https://careers.salesforce.com/jobs/digital-marketing-specialist-3540
NVIDIA,Software Engineer,"Join our forward-thinking organization as a Software Engineer. Candidates should possess advanced knowledge in Docker Compose for multi-container apps, Linux shell scripting for automation, Agile Scrum team collaboration, Frontend development with React.js, Cloud deployment on AWS, strong analytical abilities, and excellent communication skills to shape our strategies and deliver outstanding results.",https://careers.nvidia.com/jobs/software-engineer-1080
Sony,Software Engineer,"We are seeking a highly skilled Software Engineer with extensive experience in Linux shell scripting for automation, RESTful API design and documentation, SQL query optimization for PostgreSQL, Python and object-oriented programming, Agile Scrum team collaboration, Continuous Integration with Jenkins, Frontend development with React.js. The ideal candidate will demonstrate leadership, adaptability, and a commitment to continuous improvement, contributing to innovative projects.",https://careers.sony.com/jobs/software-engineer-7357
Salesforce,Software Engineer,"Join our forward-thinking organization as a Software Engineer. Candidates should possess advanced knowledge in RESTful API design and documentation, Continuous Integration with Jenkins, Agile Scrum team collaboration, SQL query optimization for PostgreSQL, Debugging with VSCode and GDB, strong analytical abilities, and excellent communication skills to shape our strategies and deliver outstanding results.",https://careers.salesforce.com/jobs/software-engineer-6331
Atlassian,Digital Marketing Specialist,"We are looking for a Digital Marketing Specialist with a strong foundation in Lead generation through LinkedIn, Email marketing automation with Mailchimp, Social media analytics with Hootsuite, Facebook Ads audience targeting, Reporting and dashboard creation. You will work closely with stakeholders, develop effective solutions, and support the growth and development of our organization.",https://careers.atlassian.com/jobs/digital-marketing-specialist-3885
LG,Project Manager,"Seeking an experienced Project Manager with expertise in Performance tracking with KPIs, Meeting facilitation and documentation, Project closure and lessons learned, Agile and Waterfall methodologies, Presentation to executive leadership, Remote team coordination, Change management processes. You will be involved in decision-making, project management, and the implementation of best practices to ensure our continued success.",https://careers.lg.com/jobs/project-manager-2971
Netflix,Digital Marketing Specialist,"Seeking an experienced Digital Marketing Specialist with expertise in Content calendar planning and execution, Conversion rate optimization (CRO), Social media analytics with Hootsuite, Competitor analysis and benchmarking, Video marketing for YouTube and TikTok. You will be involved in decision-making, project management, and the implementation of best practices to ensure our continued success.",https://careers.netflix.com/jobs/digital-marketing-specialist-2821
Oracle,Digital Marketing Specialist,"We are looking for a Digital Marketing Specialist with a strong foundation in Retargeting strategies for e-commerce, Google Ads campaign setup and A/B testing, Conversion rate optimization (CRO), Social media analytics with Hootsuite, Influencer outreach and partnership management, Facebook Ads audience targeting, Content calendar planning and execution, Competitor analysis and benchmarking, Video marketing for YouTube and TikTok. You will work closely with stakeholders, develop effective solutions, and support the growth and development of our organization.",https://careers.oracle.com/jobs/digital-marketing-specialist-6508
Microsoft,Digital Marketing Specialist,"We have an exciting opportunity for a Digital Marketing Specialist who excels in Influencer outreach and partnership management, Video marketing for YouTube and TikTok, Conversion rate optimization (CRO), Google Analytics event tracking, Competitor analysis and benchmarking. In this role, you will manage complex tasks, mentor colleagues, and ensure the highest standards of quality, essential for achieving our ambitious goals.",https://careers.microsoft.com/jobs/digital-marketing-specialist-4751
Square,Digital Marketing Specialist,"As a Digital Marketing Specialist, you will leverage your experience in Lead generation through LinkedIn, Google Analytics event tracking, Email marketing automation with Mailchimp, Retargeting strategies for e-commerce, Google Ads campaign setup and A/B testing, Influencer outreach and partnership management, Copywriting for landing pages and emails to solve challenging problems and drive impactful change. We value proactive, detail-oriented professionals passionate about making a difference.",https://careers.square.com/jobs/digital-marketing-specialist-5233
Siemens,Cybersecurity Analyst,"We are looking for a Cybersecurity Analyst with a strong foundation in Cloud security for AWS and Azure, Compliance with GDPR and HIPAA, Security information and event management (SIEM), Malware analysis and reverse engineering, Identity and access management (IAM), Risk analysis and mitigation, Security policy development, Threat intelligence gathering, Firewall configuration and management. You will work closely with stakeholders, develop effective solutions, and support the growth and development of our organization.",https://careers.siemens.com/jobs/cybersecurity-analyst-4597
Twilio,Project Manager,"We are seeking a highly skilled Project Manager with extensive experience in Change management processes, Project closure and lessons learned, Stakeholder communication and reporting, Quality assurance and control, Project planning and scheduling with MS Project, Meeting facilitation and documentation. The ideal candidate will demonstrate leadership, adaptability, and a commitment to continuous improvement, contributing to innovative projects.",https://careers.twilio.com/jobs/project-manager-9803
Tesla,Digital Marketing Specialist,"We are looking for a Digital Marketing Specialist with a strong foundation in Facebook Ads audience targeting, Google Analytics event tracking, Reporting and dashboard creation, SEO keyword research and on-page optimization, Video marketing for YouTube and TikTok, Lead generation through LinkedIn. You will work closely with stakeholders, develop effective solutions, and support the growth and development of our organization.",https://careers.tesla.com/jobs/digital-marketing-specialist-4220
Nokia,Digital Marketing Specialist,"Seeking an experienced Digital Marketing Specialist with expertise in Google Ads campaign setup and A/B testing, Competitor analysis and benchmarking, Conversion rate optimization (CRO), SEO keyword research and on-page optimization, Google Analytics event tracking, Social media analytics with Hootsuite, Video marketing for YouTube and TikTok, Lead generation through LinkedIn. You will be involved in decision-making, project management, and the implementation of best practices to ensure our continued success.",https://careers.nokia.com/jobs/digital-marketing-specialist-5572
Palantir,Software Engineer,"Become part of our dynamic team as a Software Engineer. Your background in Performance profiling and memory management, Cloud deployment on AWS, SQL query optimization for PostgreSQL, Linux shell scripting for automation, Agile Scrum team collaboration, Code review and static analysis tools, Docker Compose for multi-container apps, Continuous Integration with Jenkins will enable you to contribute to strategic planning, process improvement, and the successful execution of key projects.",https://careers.palantir.com/jobs/software-engineer-3858
Deepmind,Project Manager,"As a Project Manager, you will leverage your experience in Team leadership and conflict resolution, Risk management and mitigation strategies, Scope management and requirements gathering, Remote team coordination, Vendor management and contract negotiation, Resource allocation and budgeting, Performance tracking with KPIs, Quality assurance and control, Stakeholder communication and reporting to solve challenging problems and drive impactful change. We value proactive, detail-oriented professionals passionate about making a difference.",https://careers.deepmind.com/jobs/project-manager-6992
TikTok,Project Manager,"We have an exciting opportunity for a Project Manager who excels in Vendor management and contract negotiation, Team leadership and conflict resolution, Presentation to executive leadership, Remote team coordination, Scope management and requirements gathering, Meeting facilitation and documentation, Quality assurance and control. In this role, you will manage complex tasks, mentor colleagues, and ensure the highest standards of quality, essential for achieving our ambitious goals.",https://careers.tiktok.com/jobs/project-manager-9215
VMware,Project Manager,"We have an exciting opportunity for a Project Manager who excels in Stakeholder communication and reporting, Resource allocation and budgeting, Scope management and requirements gathering, Team leadership and conflict resolution, Project planning and scheduling with MS Project, Presentation to executive leadership. In this role, you will manage complex tasks, mentor colleagues, and ensure the highest standards of quality, essential for achieving our ambitious goals.",https://careers.vmware.com/jobs/project-manager-5719
Philips,Digital Marketing Specialist,"We are seeking a highly skilled Digital Marketing Specialist with extensive experience in Content calendar planning and execution, Lead generation through LinkedIn, Conversion rate optimization (CRO), Reporting and dashboard creation, Competitor analysis and benchmarking, Email marketing automation with Mailchimp, Facebook Ads audience targeting, Google Ads campaign setup and A/B testing. The ideal candidate will demonstrate leadership, adaptability, and a commitment to continuous improvement, contributing to innovative projects.",https://careers.philips.com/jobs/digital-marketing-specialist-8789
Snowflake,Project Manager,"Our company is searching for a dedicated Project Manager with proven proficiency in Meeting facilitation and documentation, Presentation to executive leadership, Quality assurance and control, Performance tracking with KPIs, Project closure and lessons learned, Resource allocation and budgeting. You will be responsible for leading initiatives, optimizing processes, and fostering a culture of collaboration and innovation.",https://careers.snowflake.com/jobs/project-manager-1166
Meta,Project Manager,"We are looking for a Project Manager with a strong foundation in Stakeholder communication and reporting, Vendor management and contract negotiation, Agile and Waterfall methodologies, Presentation to executive leadership, Resource allocation and budgeting, Risk management and mitigation strategies, Project closure and lessons learned. You will work closely with stakeholders, develop effective solutions, and support the growth and development of our organization.",https://careers.meta.com/jobs/project-manager-2208
Snowflake,Digital Marketing Specialist,"Join our forward-thinking organization as a Digital Marketing Specialist. Candidates should possess advanced knowledge in Competitor analysis and benchmarking, SEO keyword research and on-page optimization, Email marketing automation with Mailchimp, Conversion rate optimization (CRO), Retargeting strategies for e-commerce, Reporting and dashboard creation, strong analytical abilities, and excellent communication skills to shape our strategies and deliver outstanding results.",https://careers.snowflake.com/jobs/digital-marketing-specialist-6945
Palantir,Cybersecurity Analyst,"We have an exciting opportunity for a Cybersecurity Analyst who excels in Incident response and forensics, Vulnerability assessment and penetration testing, Cloud security for AWS and Azure, Security information and event management (SIEM), Patch management and system hardening, Risk analysis and mitigation, Malware analysis and reverse engineering, Security awareness training, Network intrusion detection and prevention. In this role, you will manage complex tasks, mentor colleagues, and ensure the highest standards of quality, essential for achieving our ambitious goals.",https://careers.palantir.com/jobs/cybersecurity-analyst-8969
HP,Software Engineer,"Join our forward-thinking organization as a Software Engineer. Candidates should possess advanced knowledge in Unit testing with pytest, Agile Scrum team collaboration, Performance profiling and memory management, SQL query optimization for PostgreSQL, Continuous Integration with Jenkins, Docker Compose for multi-container apps, Code review and static analysis tools, RESTful API design and documentation, Git branching and merging strategies, strong analytical abilities, and excellent communication skills to shape our strategies and deliver outstanding results.",https://careers.hp.com/jobs/software-engineer-4539
Tesla,Cybersecurity Analyst,"We are seeking a highly skilled Cybersecurity Analyst with extensive experience in Patch management and system hardening, Threat intelligence gathering, Identity and access management (IAM), Incident response and forensics, Cloud security for AWS and Azure, Risk analysis and mitigation, Security information and event management (SIEM), Firewall configuration and management, Encryption standards and protocols. The ideal candidate will demonstrate leadership, adaptability, and a commitment to continuous improvement, contributing to innovative projects.",https://careers.tesla.com/jobs/cybersecurity-analyst-8321
Intel,Software Engineer,"We have an exciting opportunity for a Software Engineer who excels in Docker Compose for multi-container apps, Unit testing with pytest, Git branching and merging strategies, Continuous Integration with Jenkins, RESTful API design and documentation, Python and object-oriented programming, Linux shell scripting for automation. In this role, you will manage complex tasks, mentor colleagues, and ensure the highest standards of quality, essential for achieving our ambitious goals.",https://careers.intel.com/jobs/software-engineer-3552
Tesla,Digital Marketing Specialist,"We are seeking a highly skilled Digital Marketing Specialist with extensive experience in Content calendar planning and execution, Facebook Ads audience targeting, Conversion rate optimization (CRO), SEO keyword research and on-page optimization, Google Ads campaign setup and A/B testing, Competitor analysis and benchmarking, Social media analytics with Hootsuite, Lead generation through LinkedIn. The ideal candidate will demonstrate leadership, adaptability, and a commitment to continuous improvement, contributing to innovative projects.",https://careers.tesla.com/jobs/digital-marketing-specialist-8547
Pinterest,Project Manager,"Our company is searching for a dedicated Project Manager with proven proficiency in Presentation to executive leadership, Vendor management and contract negotiation, Performance tracking with KPIs, Remote team coordination, Agile and Waterfall methodologies, Quality assurance and control. You will be responsible for leading initiatives, optimizing processes, and fostering a culture of collaboration and innovation.",https://careers.pinterest.com/jobs/project-manager-4736
ByteDance,Software Engineer,"As a Software Engineer, you will leverage your experience in Agile Scrum team collaboration, RESTful API design and documentation, Git branching and merging strategies, Cloud deployment on AWS, Continuous Integration with Jenkins to solve challenging problems and drive impactful change. We value proactive, detail-oriented professionals passionate about making a difference.",https://careers.bytedance.com/jobs/software-engineer-6461
Spotify,Digital Marketing Specialist,"We are seeking a highly skilled Digital Marketing Specialist with extensive experience in Competitor analysis and benchmarking, Google Ads campaign setup and A/B testing, Copywriting for landing pages and emails, Content calendar planning and execution, SEO keyword research and on-page optimization, Lead generation through LinkedIn, Social media analytics with Hootsuite, Reporting and dashboard creation, Video marketing for YouTube and TikTok. The ideal candidate will demonstrate leadership, adaptability, and a commitment to continuous improvement, contributing to innovative projects.",https://careers.spotify.com/jobs/digital-marketing-specialist-1904
Workday,Project Manager,"We are looking for a Project Manager with a strong foundation in Quality assurance and control, Vendor management and contract negotiation, Risk management and mitigation strategies, Presentation to executive leadership, Performance tracking with KPIs, Project closure and lessons learned, Stakeholder communication and reporting. You will work closely with stakeholders, develop effective solutions, and support the growth and development of our organization.",https://careers.workday.com/jobs/project-manager-9951
ASUS,Software Engineer,"As a Software Engineer, you will leverage your experience in Python and object-oriented programming, Code review and static analysis tools, Java SpringBoot microservices, Agile Scrum team collaboration, Unit testing with pytest, Git branching and merging strategies, Frontend development with React.js, Cloud deployment on AWS to solve challenging problems and drive impactful change. We value proactive, detail-oriented professionals passionate about making a difference.",https://careers.asus.com/jobs/software-engineer-5226
Acer,Cybersecurity Analyst,"Become part of our dynamic team as a Cybersecurity Analyst. Your background in Malware analysis and reverse engineering, Firewall configuration and management, Identity and access management (IAM), Cloud security for AWS and Azure, Risk analysis and mitigation, Network intrusion detection and prevention, Patch management and system hardening, Threat intelligence gathering will enable you to contribute to strategic planning, process improvement, and the successful execution of key projects.",https://careers.acer.com/jobs/cybersecurity-analyst-9899
Qualcomm,Software Engineer,"We are seeking a highly skilled Software Engineer with extensive experience in Java SpringBoot microservices, Performance profiling and memory management, Frontend development with React.js, Code review and static analysis tools, SQL query optimization for PostgreSQL, Linux shell scripting for automation, Docker Compose for multi-container apps, Cloud deployment on AWS. The ideal candidate will demonstrate leadership, adaptability, and a commitment to continuous improvement, contributing to innovative projects.",https://careers.qualcomm.com/jobs/software-engineer-9252
